M0	M+	g	gv	ch	cq	cl	c3	cvvw	cvvhh	cvvv	total_widthV0GeV	BRWW	BRhZ	BRuu	BRdd	BRll	BRnunu	BRbb	BRtt	total_widthV+GeV	BRZW	BRWGam	BRWh	BRud	BRus	BRlnu	BRtb	CX+(pb)	CX0(pb)	CX-(pb)
3000.	3000.	0.648324	1.	0.1	-3.	-3.	-3.	0.	0.	0.	379.181	0.000131113	0.000131812	0.125125	0.125122	0.0417091	0.0417063	0.125121	0.123878	379.181	0.00013138	4.34131*10^-8	0.000131501	0.237506	0.0127398	0.0834154	0.248998	0.0163839	0.0100281	0.00392124
3000.	3000.	0.648324	1.	0.1	-2.9	-2.9	-2.9	0.	0.	0.	354.329	0.000140309	0.000141057	0.125122	0.125119	0.0417084	0.0417055	0.125118	0.123876	354.329	0.000140595	4.6458*10^-8	0.000140724	0.237502	0.0127396	0.0834139	0.248994	0.0153098	0.00937071	0.00366417
3000.	3000.	0.648324	1.	0.1	-2.8	-2.8	-2.8	0.	0.	0.	330.319	0.000150507	0.00015131	0.12512	0.125117	0.0417076	0.0417045	0.125116	0.123873	330.319	0.000150815	4.98349*10^-8	0.000150953	0.237497	0.0127393	0.0834122	0.248989	0.0142721	0.00873557	0.00341581
3000.	3000.	0.648324	1.	0.1	-2.7	-2.7	-2.7	0.	0.	0.	307.152	0.00016186	0.000162723	0.125117	0.125114	0.0417067	0.0417035	0.125113	0.12387	307.152	0.00016219	5.35938*10^-8	0.000162338	0.237492	0.012739	0.0834103	0.248983	0.0132708	0.0081227	0.00317617
3000.	3000.	0.648324	1.	0.1	-2.6	-2.6	-2.6	0.	0.	0.	284.827	0.000174546	0.000175477	0.125114	0.125111	0.0417057	0.0417024	0.12511	0.123867	284.827	0.000174903	5.77945*10^-8	0.000175063	0.237486	0.0127387	0.0834081	0.248977	0.0123059	0.00753213	0.00294524
3000.	3000.	0.648324	1.	0.1	-2.5	-2.5	-2.5	0.	0.	0.	263.345	0.000188785	0.000189791	0.12511	0.125107	0.0417046	0.0417012	0.125106	0.123864	263.345	0.00018917	6.2509*10^-8	0.000189343	0.237479	0.0127383	0.0834058	0.24897	0.0113774	0.00696384	0.00272302
3000.	3000.	0.648324	1.	0.1	-2.4	-2.4	-2.4	0.	0.	0.	242.705	0.000204839	0.000205931	0.125106	0.125103	0.0417033	0.0416997	0.125102	0.12386	242.705	0.000205257	6.78248*10^-8	0.000205445	0.237471	0.0127379	0.0834031	0.248962	0.0104854	0.00641785	0.00250952
3000.	3000.	0.648324	1.	0.1	-2.3	-2.3	-2.3	0.	0.	0.	222.908	0.000223032	0.000224221	0.125102	0.125098	0.0417019	0.0416981	0.125097	0.123855	222.908	0.000223487	7.38486*10^-8	0.000223691	0.237463	0.0127374	0.0834	0.248953	0.00962976	0.00589413	0.00230474
3000.	3000.	0.648324	1.	0.1	-2.2	-2.2	-2.2	0.	0.	0.	203.953	0.00024376	0.000245059	0.125097	0.125093	0.0417002	0.0416963	0.125092	0.12385	203.953	0.000244257	8.07119*10^-8	0.000244481	0.237453	0.0127369	0.0833966	0.248942	0.00881053	0.00539271	0.00210867
3000.	3000.	0.648324	1.	0.1	-2.1	-2.1	-2.1	0.	0.	0.	185.841	0.000267517	0.000268943	0.125091	0.125087	0.0416983	0.0416942	0.125086	0.123844	185.841	0.000268063	8.85782*10^-8	0.000268308	0.237441	0.0127363	0.0833926	0.24893	0.00802772	0.00491357	0.00192132
3000.	3000.	0.648324	1.	0.1	-2.	-2.	-2.	0.	0.	0.	168.571	0.000294923	0.000296496	0.125084	0.12508	0.0416961	0.0416918	0.125079	0.123838	168.571	0.000295526	9.76528*10^-8	0.000295796	0.237428	0.0127356	0.083388	0.248917	0.00728132	0.00445672	0.00174268
