M0	M+	g	gv	ch	cq	cl	c3	cvvw	cvvhh	cvvv	total_widthV0GeV	BRWW	BRhZ	BRuu	BRdd	BRll	BRnunu	BRbb	BRtt	total_widthV+GeV	BRZW	BRWGam	BRWh	BRud	BRus	BRlnu	BRtb	CX+(pb)	CX0(pb)	CX-(pb)
3000.	3000.	0.647534	1.	-1.1	-3.	-3.	-3.	0.	0.	0.	389.845	0.0154935	0.0155445	0.121256	0.121287	0.0404085	0.0404392	0.121286	0.120047	389.846	0.0155252	5.13881*10^-6	0.0155077	0.230195	0.0123476	0.0808476	0.241333	0.35888	0.204357	0.0924387
3000.	3000.	0.647534	1.	-1.1	-2.9	-2.9	-2.9	0.	0.	0.	365.097	0.0165437	0.0165982	0.120992	0.121024	0.0403202	0.0403519	0.121023	0.119786	365.097	0.0165776	5.48714*10^-6	0.0165589	0.229695	0.0123208	0.0806721	0.240809	0.335368	0.190968	0.0863826
3000.	3000.	0.647534	1.	-1.1	-2.8	-2.8	-2.8	0.	0.	0.	341.187	0.0177031	0.0177613	0.120701	0.120734	0.0402228	0.0402555	0.120733	0.119498	341.187	0.0177393	5.87167*10^-6	0.0177193	0.229144	0.0122912	0.0804783	0.240231	0.312652	0.178033	0.0805315
3000.	3000.	0.647534	1.	-1.1	-2.7	-2.7	-2.7	0.	0.	0.	318.116	0.018987	0.0190495	0.120379	0.120412	0.0401149	0.0401488	0.120412	0.119178	318.116	0.0190258	6.29752*10^-6	0.0190044	0.228533	0.0122584	0.0802637	0.23959	0.290733	0.165551	0.0748857
3000.	3000.	0.647534	1.	-1.1	-2.6	-2.6	-2.6	0.	0.	0.	295.883	0.0204137	0.0204809	0.12002	0.120055	0.0399951	0.0400301	0.120055	0.118824	295.883	0.0204555	6.77072*10^-6	0.0204324	0.227854	0.012222	0.0800252	0.238879	0.26961	0.153523	0.069445
3000.	3000.	0.647534	1.	-1.1	-2.5	-2.5	-2.5	0.	0.	0.	274.488	0.0220048	0.0220772	0.119621	0.119657	0.0398615	0.0398978	0.119656	0.118428	274.488	0.0220499	7.29846*10^-6	0.022025	0.227096	0.0121814	0.0797592	0.238085	0.249284	0.141948	0.0642095
3000.	3000.	0.647534	1.	-1.1	-2.4	-2.4	-2.4	0.	0.	0.	253.932	0.0237862	0.0238644	0.119173	0.119211	0.0397119	0.0397496	0.11921	0.117985	253.932	0.0238348	7.88928*10^-6	0.0238079	0.226249	0.0121359	0.0794615	0.237196	0.229755	0.130827	0.0591791
3000.	3000.	0.647534	1.	-1.1	-2.3	-2.3	-2.3	0.	0.	0.	234.214	0.0257887	0.0258735	0.118671	0.11871	0.0395438	0.039583	0.118709	0.117487	234.214	0.0258414	8.55346*10^-6	0.0258122	0.225296	0.0120848	0.0791268	0.236197	0.211021	0.12016	0.0543539
3000.	3000.	0.647534	1.	-1.1	-2.2	-2.2	-2.2	0.	0.	0.	215.335	0.0280497	0.028142	0.118103	0.118144	0.0393541	0.0393948	0.118143	0.116925	215.335	0.0281071	9.30338*10^-6	0.0280753	0.224219	0.0120271	0.0787489	0.235069	0.193085	0.109946	0.0497339
3000.	3000.	0.647534	1.	-1.1	-2.1	-2.1	-2.1	0.	0.	0.	197.294	0.0306146	0.0307153	0.117459	0.117501	0.0391389	0.0391813	0.117501	0.116288	197.294	0.0306772	0.0000101541	0.0306426	0.222999	0.0119616	0.0783201	0.233789	0.175945	0.100186	0.0453191
3000.	3000.	0.647534	1.	-1.1	-2.	-2.	-2.	0.	0.	0.	180.091	0.033539	0.0336493	0.116725	0.116769	0.0388936	0.0389378	0.116768	0.115561	180.091	0.0336076	0.000011124	0.0335697	0.221607	0.011887	0.0778313	0.23233	0.159601	0.0908795	0.0411094
3000.	3000.	0.647534	1.	-1.1	-1.9	-1.9	-1.9	0.	0.	0.	163.727	0.0368912	0.0370125	0.115883	0.11593	0.0386124	0.0386587	0.115929	0.114728	163.727	0.0369666	0.0000122359	0.0369249	0.220012	0.0118014	0.077271	0.230657	0.144054	0.0820265	0.0371048
