M0	M+	g	gv	ch	cq	cl	c3	cvvw	cvvhh	cvvv	total_widthV0GeV	BRWW	BRhZ	BRuu	BRdd	BRll	BRnunu	BRbb	BRtt	total_widthV+GeV	BRZW	BRWGam	BRWh	BRud	BRus	BRlnu	BRtb	CX+(pb)	CX0(pb)	CX-(pb)
1500.	1499.99	0.644965	1.	-1.1	0.1	0.1	0.1	0.	0.	0.	6.32272	0.482966	0.489219	0.00355267	0.00343211	0.00122573	0.00110517	0.00343201	0.00342024	6.32268	0.486935	0.000645265	0.484637	0.00662503	0.000355365	0.0023268	0.00684118	0.00340165	0.002025	0.000963164
1500.	1499.99	0.644965	1.	-1.1	0.2	0.2	0.2	0.	0.	0.	6.90825	0.442031	0.447754	0.0139568	0.0137301	0.00472907	0.00450231	0.0137297	0.0134179	6.9082	0.445664	0.000590574	0.443561	0.0262748	0.00140937	0.00922804	0.027132	0.0147402	0.00874644	0.00417364
1500.	1499.99	0.644965	1.	-1.1	0.3	0.3	0.3	0.	0.	0.	7.90481	0.386304	0.391306	0.0280852	0.0277852	0.00946274	0.00916283	0.0277844	0.0269887	7.90474	0.389479	0.000516121	0.387642	0.053025	0.00284425	0.0186231	0.054755	0.0340384	0.0201788	0.00963784
1500.	1499.99	0.644965	1.	-1.1	0.4	0.4	0.4	0.	0.	0.	9.3124	0.327913	0.332159	0.0428713	0.0425303	0.014405	0.014064	0.0425291	0.0411886	9.31231	0.330609	0.000438108	0.329049	0.0810541	0.00434773	0.0284673	0.0836986	0.0612962	0.036322	0.0173558
1500.	1499.99	0.644965	1.	-1.1	0.5	0.5	0.5	0.	0.	0.	11.131	0.274338	0.27789	0.0564276	0.0560701	0.0189291	0.0185716	0.0560685	0.0542058	11.1309	0.276593	0.000366529	0.275288	0.106772	0.00572722	0.0374997	0.110255	0.0965137	0.057176	0.0273274
1500.	1499.99	0.644965	1.	-1.1	0.6	0.6	0.6	0.	0.	0.	13.3606	0.228556	0.231515	0.0680053	0.0676472	0.0227884	0.0224304	0.0676453	0.065322	13.3605	0.230435	0.000305362	0.229347	0.128748	0.00690604	0.0452182	0.132949	0.139691	0.082741	0.0395528
1500.	1499.99	0.644965	1.	-1.1	0.7	0.7	0.7	0.	0.	0.	16.0013	0.190838	0.193309	0.0775391	0.0771899	0.0259633	0.0256141	0.0771877	0.0744751	16.0012	0.192406	0.000254969	0.191498	0.146854	0.00787723	0.0515772	0.151646	0.190827	0.113017	0.054032
1500.	1499.99	0.644965	1.	-1.1	0.8	0.8	0.8	0.	0.	0.	19.053	0.160272	0.162347	0.085262	0.0849265	0.0285329	0.0281975	0.084924	0.0818891	19.0529	0.161589	0.00021413	0.160826	0.161527	0.00866427	0.0567304	0.166797	0.249924	0.148004	0.0707648
1500.	1499.99	0.644965	1.	-1.1	0.9	0.9	0.9	0.	0.	0.	22.5157	0.135623	0.137379	0.0914873	0.0911677	0.0306027	0.0302831	0.091165	0.087865	22.5156	0.136738	0.000181199	0.136093	0.173359	0.00929894	0.0608859	0.179015	0.316979	0.187701	0.0897514
1500.	1499.99	0.644965	1.	-1.1	1.	1.	1.	0.	0.	0.	26.3895	0.115715	0.117213	0.0965137	0.0962105	0.0322726	0.0319694	0.0962077	0.0926897	26.3894	0.116666	0.0001546	0.116115	0.182915	0.00981155	0.0642423	0.188883	0.391995	0.23211	0.110992
1500.	1499.99	0.644965	1.	-1.1	1.1	1.1	1.1	0.	0.	0.	30.6742	0.0995512	0.10084	0.100593	0.100306	0.033627	0.03334	0.100303	0.0966054	30.6741	0.100369	0.000133005	0.0998955	0.190675	0.0102277	0.0669674	0.196896	0.47497	0.281229	0.134486
1500.	1499.99	0.644965	1.	-1.1	1.2	1.2	1.2	0.	0.	0.	35.37	0.0863346	0.0874524	0.103928	0.103656	0.0347334	0.0344618	0.103653	0.099806	35.3699	0.0870438	0.000115347	0.0866331	0.197019	0.0105681	0.0691956	0.203447	0.565905	0.335059	0.160234
1500.	1499.99	0.644965	1.	-1.1	1.3	1.3	1.3	0.	0.	0.	40.4769	0.075442	0.0764188	0.106675	0.106418	0.0356444	0.0353871	0.106415	0.102443	40.4768	0.0760617	0.000100794	0.0757029	0.202248	0.0108485	0.071032	0.208846	0.664799	0.3936	0.188235
1500.	1499.99	0.644965	1.	-1.1	1.4	1.4	1.4	0.	0.	0.	45.9947	0.0663915	0.0672511	0.108957	0.108714	0.0364006	0.0361567	0.10871	0.104633	45.9946	0.0669368	0.0000887018	0.066621	0.206592	0.0110816	0.0725579	0.213333	0.771653	0.456852	0.21849
1500.	1499.99	0.644965	1.	-1.1	1.5	1.5	1.5	0.	0.	0.	51.9236	0.0588106	0.0595721	0.110868	0.110637	0.0370335	0.036802	0.110634	0.106467	51.9235	0.0592936	0.0000785733	0.0590139	0.210231	0.0112768	0.073836	0.21709	0.886466	0.524815	0.250999
1500.	1499.99	0.644965	1.	-1.1	1.6	1.6	1.6	0.	0.	0.	58.2635	0.0524112	0.0530898	0.112481	0.112261	0.0375672	0.0373471	0.112258	0.108014	58.2634	0.0528416	0.0000700234	0.0525923	0.213303	0.0114415	0.0749149	0.220262	1.00924	0.597489	0.285762
1500.	1499.99	0.644965	1.	-1.1	1.7	1.7	1.7	0.	0.	0.	65.0144	0.0469689	0.0475771	0.113852	0.113643	0.0380207	0.0378111	0.113639	0.10933	65.0144	0.0473547	0.0000627523	0.0471312	0.215915	0.0115817	0.0758324	0.22296	1.13997	0.674874	0.322778
1500.	1499.99	0.644965	1.	-1.1	1.8	1.8	1.8	0.	0.	0.	72.1764	0.0423083	0.0428561	0.115026	0.114826	0.0384088	0.0382088	0.114823	0.110456	72.1763	0.0426557	0.0000565255	0.0424544	0.218153	0.0117017	0.0766181	0.22527	1.27866	0.756969	0.362049
1500.	1499.99	0.644965	1.	-1.1	1.9	1.9	1.9	0.	0.	0.	79.7494	0.0382907	0.0387865	0.116038	0.115847	0.038743	0.0385519	0.115843	0.111427	79.7493	0.0386051	0.0000511578	0.038423	0.220081	0.0118051	0.0772954	0.227262	1.42532	0.843775	0.403572
1500.	1499.99	0.644965	1.	-1.1	2.	2.	2.	0.	0.	0.	87.7334	0.0348061	0.0352568	0.116915	0.116732	0.0390326	0.0388498	0.116728	0.112268	87.7334	0.0350919	0.0000465023	0.0349264	0.221754	0.0118948	0.0778829	0.228989	1.57993	0.935293	0.44735
