M0	M+	g	gv	ch	cq	cl	c3	cvvw	cvvhh	cvvv	total_widthV0GeV	BRWW	BRhZ	BRuu	BRdd	BRll	BRnunu	BRbb	BRtt	total_widthV+GeV	BRZW	BRWGam	BRWh	BRud	BRus	BRlnu	BRtb	CX+(pb)	CX0(pb)	CX-(pb)
1500.	1500.	0.648107	1.	0.1	0.1	0.1	0.1	0.	0.	0.	0.262575	0.0945395	0.0965609	0.101482	0.10176	0.0337352	0.0340127	0.101757	0.0974153	0.262575	0.0953089	0.000125455	0.0956643	0.192892	0.0103467	0.0677462	0.199185	0.00411299	0.00243337	0.00116457
1500.	1500.	0.648107	1.	0.1	0.2	0.2	0.2	0.	0.	0.	0.894068	0.0277648	0.0283585	0.118496	0.118658	0.0394445	0.039607	0.118655	0.113759	0.894071	0.0279907	0.0000368442	0.0280951	0.225079	0.0120732	0.0790506	0.232422	0.0163417	0.00967013	0.00462707
1500.	1500.	0.648107	1.	0.1	0.3	0.3	0.3	0.	0.	0.	1.94467	0.012765	0.0130379	0.12233	0.122442	0.0407393	0.0408513	0.122438	0.117444	1.94467	0.0128688	0.0000169393	0.0129168	0.232309	0.012461	0.0815899	0.239888	0.0366862	0.0217104	0.0103875
1500.	1500.	0.648107	1.	0.1	0.4	0.4	0.4	0.	0.	0.	3.41438	0.00727033	0.00742578	0.123738	0.123823	0.0412178	0.0413028	0.12382	0.118799	3.41439	0.00732948	9.6478*10^-6	0.00735681	0.234957	0.0126031	0.0825201	0.242623	0.0651467	0.0385542	0.018446
1500.	1500.	0.648107	1.	0.1	0.5	0.5	0.5	0.	0.	0.	5.3032	0.00468089	0.00478097	0.124404	0.124473	0.0414452	0.0415137	0.124469	0.11944	5.30321	0.00471897	6.21159*10^-6	0.00473657	0.236205	0.01267	0.0829585	0.243912	0.101723	0.0602014	0.0288024
1500.	1500.	0.648107	1.	0.1	0.6	0.6	0.6	0.	0.	0.	7.61112	0.0032615	0.00333123	0.12477	0.124827	0.041571	0.0416282	0.124824	0.119792	7.61114	0.00328804	4.32804*10^-6	0.0033003	0.23689	0.0127067	0.0831988	0.244619	0.146415	0.0866522	0.0414568
1500.	1500.	0.648107	1.	0.1	0.7	0.7	0.7	0.	0.	0.	10.3382	0.00240117	0.00245251	0.124992	0.125042	0.0416478	0.0416969	0.125038	0.120006	10.3382	0.00242071	3.18638*10^-6	0.00242973	0.237304	0.012729	0.0833444	0.245047	0.199223	0.117906	0.0564092
1500.	1500.	0.648107	1.	0.1	0.8	0.8	0.8	0.	0.	0.	13.4843	0.00184093	0.00188029	0.125138	0.125181	0.0416982	0.0417413	0.125177	0.120146	13.4843	0.00185591	2.44294*10^-6	0.00186283	0.237574	0.0127434	0.0834392	0.245326	0.260147	0.153964	0.0736595
1500.	1500.	0.648107	1.	0.1	0.9	0.9	0.9	0.	0.	0.	17.0496	0.00145597	0.0014871	0.125238	0.125276	0.0417332	0.0417715	0.125272	0.120242	17.0496	0.00146782	1.93209*10^-6	0.00147329	0.23776	0.0127534	0.0835044	0.245517	0.329187	0.194826	0.0932078
1500.	1500.	0.648107	1.	0.1	1.	1.	1.	0.	0.	0.	21.0339	0.00118017	0.00120541	0.12531	0.125344	0.0417584	0.0417929	0.125341	0.120312	21.0339	0.00118978	1.5661*10^-6	0.00119421	0.237893	0.0127605	0.0835511	0.245654	0.406343	0.24049	0.115054
1500.	1500.	0.648107	1.	0.1	1.1	1.1	1.1	0.	0.	0.	25.4374	0.000975874	0.000996739	0.125363	0.125395	0.0417773	0.0418086	0.125391	0.120363	25.4374	0.000983815	1.295*10^-6	0.000987483	0.237991	0.0127658	0.0835857	0.245756	0.491615	0.290959	0.139198
1500.	1500.	0.648107	1.	0.1	1.2	1.2	1.2	0.	0.	0.	30.26	0.000820347	0.000837887	0.125404	0.125433	0.0417917	0.0418205	0.125429	0.120403	30.26	0.000827023	1.08861*10^-6	0.000830106	0.238066	0.0127698	0.083612	0.245834	0.585002	0.34623	0.165641
1500.	1500.	0.648107	1.	0.1	1.3	1.3	1.3	0.	0.	0.	35.5016	0.000699226	0.000714176	0.125436	0.125462	0.0418031	0.0418296	0.125459	0.120433	35.5017	0.000704916	9.27881*10^-7	0.000707544	0.238125	0.012773	0.0836325	0.245894	0.686505	0.406306	0.194381
1500.	1500.	0.648107	1.	0.1	1.4	1.4	1.4	0.	0.	0.	41.1624	0.000603066	0.00061596	0.125461	0.125486	0.0418122	0.0418368	0.125482	0.120458	41.1625	0.000607974	8.00276*10^-7	0.00061024	0.238171	0.0127754	0.0836488	0.245942	0.796125	0.471184	0.225419
1500.	1500.	0.648107	1.	0.1	1.5	1.5	1.5	0.	0.	0.	47.2423	0.000525454	0.000536689	0.125482	0.125505	0.0418196	0.0418426	0.125501	0.120478	47.2424	0.00052973	6.97284*10^-7	0.000531705	0.238208	0.0127774	0.0836619	0.24598	0.91386	0.540867	0.258755
1500.	1500.	0.648107	1.	0.1	1.6	1.6	1.6	0.	0.	0.	53.7413	0.00046191	0.000471786	0.125499	0.12552	0.0418256	0.0418472	0.125516	0.120494	53.7414	0.000465669	6.1296*10^-7	0.000467405	0.238239	0.0127791	0.0836727	0.246012	1.03971	0.615353	0.294389
1500.	1500.	0.648107	1.	0.1	1.7	1.7	1.7	0.	0.	0.	60.6594	0.00040923	0.00041798	0.125513	0.125533	0.0418307	0.0418511	0.125529	0.120508	60.6595	0.00041256	5.43053*10^-7	0.000414098	0.238264	0.0127805	0.0836816	0.246038	1.17368	0.694642	0.332321
1500.	1500.	0.648107	1.	0.1	1.8	1.8	1.8	0.	0.	0.	67.9967	0.000365072	0.000372877	0.125524	0.125543	0.041835	0.0418542	0.12554	0.120519	67.9968	0.000368043	4.84455*10^-7	0.000369415	0.238286	0.0127816	0.0836891	0.24606	1.31576	0.778735	0.372551
1500.	1500.	0.648107	1.	0.1	1.9	1.9	1.9	0.	0.	0.	75.753	0.000327692	0.000334699	0.125534	0.125552	0.0418387	0.0418569	0.125549	0.120529	75.7531	0.000330359	4.34851*10^-7	0.00033159	0.238304	0.0127826	0.0836954	0.246079	1.46596	0.867631	0.41508
1500.	1500.	0.648107	1.	0.1	2.	2.	2.	0.	0.	0.	83.9284	0.000295772	0.000302096	0.125543	0.12556	0.0418419	0.0418591	0.125556	0.120537	83.9286	0.000298179	3.92493*10^-7	0.00029929	0.238319	0.0127834	0.0837008	0.246095	1.62427	0.961331	0.459906
1500.	1500.	0.648107	1.	0.1	2.1	2.1	2.1	0.	0.	0.	92.523	0.000268297	0.000274034	0.12555	0.125567	0.0418446	0.041861	0.125563	0.120544	92.5231	0.000270481	3.56034*10^-7	0.000271489	0.238332	0.0127841	0.0837055	0.246108	1.7907	1.05983	0.50703
1500.	1500.	0.648107	1.	0.1	2.2	2.2	2.2	0.	0.	0.	101.537	0.00024448	0.000249707	0.125557	0.125572	0.041847	0.0418627	0.125569	0.12055	101.537	0.000246469	3.24428*10^-7	0.000247388	0.238344	0.0127847	0.0837095	0.24612	1.96525	1.16314	0.556452
1500.	1500.	0.648107	1.	0.1	2.3	2.3	2.3	0.	0.	0.	110.969	0.000223698	0.000228481	0.125562	0.125577	0.0418491	0.0418641	0.125574	0.120556	110.97	0.000225519	2.9685*10^-7	0.000226359	0.238354	0.0127853	0.083713	0.246131	2.14791	1.27125	0.608171
1500.	1500.	0.648107	1.	0.1	2.4	2.4	2.4	0.	0.	0.	120.821	0.000205458	0.000209851	0.125567	0.125582	0.0418509	0.0418653	0.125578	0.12056	120.821	0.00020713	2.72645*10^-7	0.000207902	0.238363	0.0127857	0.0837161	0.24614	2.33869	1.38417	0.662189
1500.	1500.	0.648107	1.	0.1	2.5	2.5	2.5	0.	0.	0.	131.092	0.00018936	0.000193409	0.125572	0.125585	0.0418526	0.0418664	0.125582	0.120565	131.092	0.000190901	2.51283*10^-7	0.000191613	0.23837	0.0127861	0.0837188	0.246148	2.53758	1.50188	0.718505
1500.	1500.	0.648107	1.	0.1	2.6	2.6	2.6	0.	0.	0.	141.782	0.000175083	0.000178826	0.125575	0.125589	0.041854	0.0418673	0.125585	0.120568	141.783	0.000176508	2.32337*10^-7	0.000177166	0.238377	0.0127865	0.0837213	0.246155	2.74459	1.6244	0.777119
1500.	1500.	0.648107	1.	0.1	2.7	2.7	2.7	0.	0.	0.	152.892	0.000162361	0.000165833	0.125579	0.125592	0.0418554	0.0418682	0.125588	0.120572	152.892	0.000163683	2.15455*10^-7	0.000164293	0.238383	0.0127868	0.0837234	0.246161	2.95972	1.75173	0.838031
1500.	1500.	0.648107	1.	0.1	2.8	2.8	2.8	0.	0.	0.	164.42	0.000150977	0.000154205	0.125582	0.125594	0.0418566	0.0418689	0.125591	0.120575	164.42	0.000152206	2.00349*10^-7	0.000152773	0.238389	0.0127871	0.0837253	0.246167	3.18296	1.88386	0.901241
