M0	M+	g	gv	ch	cq	cl	c3	cvvw	cvvhh	cvvv	total_widthV0GeV	BRWW	BRhZ	BRuu	BRdd	BRll	BRnunu	BRbb	BRtt	total_widthV+GeV	BRZW	BRWGam	BRWh	BRud	BRus	BRlnu	BRtb	CX+(pb)	CX0(pb)	CX-(pb)
2000.	2000.	0.646459	1.	-1.1	0.1	0.1	0.1	0.	0.	0.	8.37464	0.483035	0.486587	0.00384218	0.00377263	0.00130432	0.00123477	0.00377257	0.00375908	8.37463	0.485263	0.000361522	0.484007	0.00722586	0.000387594	0.00253782	0.00752805	0.00377907	0.0023545	0.00118195
2000.	2000.	0.646459	1.	-1.1	0.2	0.2	0.2	0.	0.	0.	9.18284	0.440522	0.443761	0.0145688	0.0144401	0.00489958	0.00477081	0.0144398	0.0142478	9.18282	0.442554	0.000329704	0.441409	0.0275313	0.00147677	0.00966936	0.0286827	0.0157882	0.00982248	0.00493797
2000.	2000.	0.646459	1.	-1.1	0.3	0.3	0.3	0.	0.	0.	10.5454	0.383603	0.386423	0.0289111	0.0287421	0.00969372	0.00952469	0.0287416	0.0282704	10.5454	0.385372	0.000287103	0.384375	0.0547179	0.00293506	0.0192177	0.0570062	0.0360347	0.0224088	0.0112703
2000.	2000.	0.646459	1.	-1.1	0.4	0.4	0.4	0.	0.	0.	12.4623	0.324598	0.326985	0.0437692	0.043578	0.0146537	0.0144626	0.0435773	0.0427962	12.4623	0.326096	0.000242942	0.325252	0.0829006	0.00444677	0.0291158	0.0863674	0.0645186	0.0401135	0.020179
2000.	2000.	0.646459	1.	-1.1	0.5	0.5	0.5	0.	0.	0.	14.9336	0.270882	0.272874	0.0572897	0.05709	0.0191634	0.0189637	0.0570891	0.056014	14.9335	0.272132	0.000202739	0.271428	0.108557	0.00582299	0.0381267	0.113097	0.10124	0.0629366	0.0316641
2000.	2000.	0.646459	1.	-1.1	0.6	0.6	0.6	0.	0.	0.	17.9592	0.225246	0.226902	0.0687728	0.0685733	0.022991	0.0227915	0.0685722	0.0672396	17.9592	0.226285	0.000168583	0.2257	0.130355	0.0069922	0.0457823	0.135806	0.146199	0.090878	0.0457254
2000.	2000.	0.646459	1.	-1.1	0.7	0.7	0.7	0.	0.	0.	21.5392	0.187808	0.189189	0.0781905	0.0779963	0.0261284	0.0259342	0.077995	0.0764459	21.5392	0.188675	0.000140563	0.188187	0.148236	0.00795136	0.0520625	0.154435	0.199395	0.123938	0.0623632
2000.	2000.	0.646459	1.	-1.1	0.8	0.8	0.8	0.	0.	0.	25.6736	0.157565	0.158723	0.0857967	0.0856104	0.0286611	0.0284748	0.085609	0.0838812	25.6735	0.158291	0.000117927	0.157882	0.162682	0.00872621	0.057136	0.169485	0.260828	0.162116	0.0815772
2000.	2000.	0.646459	1.	-1.1	0.9	0.9	0.9	0.	0.	0.	30.3623	0.133233	0.134212	0.0919148	0.0917375	0.0306975	0.0305202	0.091736	0.0898617	30.3622	0.133847	0.0000997164	0.133501	0.174304	0.00934961	0.0612177	0.181593	0.330499	0.205412	0.103368
2000.	2000.	0.646459	1.	-1.1	1.	1.	1.	0.	0.	0.	35.6053	0.113613	0.114449	0.0968468	0.0966788	0.0323384	0.0321704	0.0966772	0.0946828	35.6053	0.114137	0.0000850326	0.113842	0.183674	0.00985226	0.0645089	0.191356	0.408407	0.253827	0.127734
2000.	2000.	0.646459	1.	-1.1	1.1	1.1	1.1	0.	0.	0.	41.4028	0.0977047	0.0984232	0.100845	0.100686	0.0336682	0.0335092	0.100685	0.0985913	41.4027	0.0981553	0.0000731259	0.0979014	0.191273	0.0102598	0.0671776	0.199272	0.494552	0.307361	0.154678
