M0	M+	g	gv	ch	cq	cl	c3	cvvw	cvvhh	cvvv	total_widthV0GeV	BRWW	BRhZ	BRuu	BRdd	BRll	BRnunu	BRbb	BRtt	total_widthV+GeV	BRZW	BRWGam	BRWh	BRud	BRus	BRlnu	BRtb	CX+(pb)	CX0(pb)	CX-(pb)
1500.	1499.99	0.643926	1.	-1.5	-3.	-3.	-3.	0.	0.	0.	196.6	0.029311	0.0294715	0.118158	0.118327	0.0393299	0.0394989	0.118324	0.113435	196.602	0.0295518	0.0000392485	0.0291942	0.224444	0.0120391	0.0788276	0.231766	14.2433	9.53281	5.16879
1500.	1499.99	0.643926	1.	-1.5	-2.9	-2.9	-2.9	0.	0.	0.	184.51	0.0312315	0.0314026	0.117672	0.117846	0.0391661	0.0393402	0.117843	0.112968	184.513	0.0314881	0.0000418201	0.031107	0.223525	0.0119898	0.078505	0.230818	13.3127	8.90995	4.8311
1500.	1499.99	0.643926	1.	-1.5	-2.8	-2.8	-2.8	0.	0.	0.	172.829	0.0333424	0.033525	0.117138	0.117317	0.0389862	0.0391656	0.117314	0.112454	172.832	0.0336163	0.0000446466	0.0332094	0.222516	0.0119357	0.0781504	0.229776	12.4136	8.30814	4.50481
1500.	1499.99	0.643926	1.	-1.5	-2.7	-2.7	-2.7	0.	0.	0.	161.557	0.0356688	0.0358642	0.116549	0.116734	0.038788	0.0389731	0.11673	0.111888	161.559	0.0359619	0.0000477619	0.0355266	0.221403	0.011876	0.0777597	0.228627	11.5459	7.72736	4.18993
1500.	1499.99	0.643926	1.	-1.5	-2.6	-2.6	-2.6	0.	0.	0.	150.692	0.0382404	0.0384499	0.115898	0.116089	0.038569	0.0387602	0.116086	0.111263	150.694	0.0385546	0.0000512053	0.038088	0.220173	0.01181	0.0773277	0.227357	10.7097	7.16762	3.88646
1500.	1499.99	0.643926	1.	-1.5	-2.5	-2.5	-2.5	0.	0.	0.	140.236	0.0410916	0.0413167	0.115176	0.115374	0.0383264	0.0385239	0.115371	0.11057	140.238	0.0414292	0.0000550231	0.0409278	0.21881	0.0117369	0.0768488	0.225949	9.90484	6.62893	3.5944
1500.	1499.99	0.643926	1.	-1.5	-2.4	-2.4	-2.4	0.	0.	0.	130.189	0.0442629	0.0445054	0.114374	0.114578	0.0380567	0.038261	0.114575	0.109799	130.191	0.0446265	0.0000592696	0.0440864	0.217293	0.0116555	0.0763161	0.224382	9.13145	6.11128	3.31374
1500.	1499.99	0.643926	1.	-1.5	-2.3	-2.3	-2.3	0.	0.	0.	120.55	0.0478022	0.048064	0.113479	0.11369	0.0377559	0.0379674	0.113687	0.108939	120.551	0.0481949	0.0000640088	0.0476116	0.2156	0.0115648	0.0757217	0.222635	8.38949	5.61467	3.04449
1500.	1499.99	0.643926	1.	-1.5	-2.2	-2.2	-2.2	0.	0.	0.	111.319	0.0517661	0.0520496	0.112476	0.112695	0.0374193	0.0376383	0.112692	0.107976	111.32	0.0521913	0.0000693166	0.0515596	0.213705	0.0114631	0.0750559	0.220677	7.67897	5.1391	2.78664
1500.	1499.99	0.643926	1.	-1.5	-2.1	-2.1	-2.1	0.	0.	0.	102.496	0.0562219	0.0565298	0.11135	0.111577	0.0370411	0.0372682	0.111574	0.106893	102.498	0.0566837	0.000075283	0.0559977	0.211574	0.0113488	0.0743074	0.218476	6.99988	4.68457	2.54021
1500.	1499.99	0.643926	1.	-1.5	-2.	-2.	-2.	0.	0.	0.	94.0823	0.06125	0.0615855	0.110079	0.110315	0.0366145	0.0368502	0.110311	0.105672	94.0838	0.061753	0.0000820158	0.0610057	0.209169	0.0112198	0.0734629	0.215993	6.35223	4.25109	2.30518
1500.	1499.99	0.643926	1.	-1.5	-1.9	-1.9	-1.9	0.	0.	0.	86.0766	0.0669467	0.0673133	0.108639	0.108884	0.0361316	0.0363764	0.108881	0.104289	86.078	0.0674965	0.0000896438	0.0666796	0.206444	0.0110736	0.072506	0.21318	5.736	3.83864	2.08156
1500.	1499.99	0.643926	1.	-1.5	-1.8	-1.8	-1.8	0.	0.	0.	78.4792	0.0734276	0.0738297	0.107002	0.107256	0.0355826	0.035837	0.107253	0.102716	78.4806	0.0740306	0.0000983218	0.0731346	0.203345	0.0109074	0.0714175	0.209979	5.15121	3.44724	1.86934
1500.	1499.99	0.643926	1.	-1.5	-1.7	-1.7	-1.7	0.	0.	0.	71.2903	0.080832	0.0812748	0.105131	0.105396	0.0349557	0.0352203	0.105392	0.10092	71.2915	0.0814958	0.000108237	0.0805095	0.199804	0.0107174	0.0701737	0.206323	4.59786	3.07688	1.66853
1500.	1499.99	0.643926	1.	-1.5	-1.6	-1.6	-1.6	0.	0.	0.	64.5097	0.0893283	0.0898175	0.102985	0.10326	0.0342369	0.0345121	0.103257	0.0988584	64.5109	0.0900617	0.000119613	0.0889718	0.195741	0.0104995	0.0687467	0.202127	4.07594	2.72756	1.47913
1500.	1499.99	0.643926	1.	-1.5	-1.5	-1.5	-1.5	0.	0.	0.	58.1375	0.0991192	0.0996621	0.100513	0.100799	0.0334091	0.0336955	0.100796	0.0964838	58.1386	0.099933	0.000132723	0.0987235	0.191058	0.0102483	0.0671021	0.197292	3.58545	2.39929	1.30114
